index;first_name;name;age;numero_securite_sociale
8187;Margaux;Ben;40;1 73 11 09 519 155 60
8188;Albert;Lepetit;3;1 17 08 72 705 314 32
8189;Mathilde;Valls;5;1 15 06 03 548 028 17
8190;Cyril;Leforgeron;105;1 05 08 80 663 839 01
8191;Jean;Ben;62;1 22 02 78 945 051 60
8192;Mathilde;Ruffin;114;1 86 04 58 239 838 66
8193;Benoit;Hammon;28;1 52 09 50 180 916 08
8194;Albert;Ben;28;1 35 05 62 130 143 69
8195;Mathilde;Ben;3;1 77 04 06 405 467 05
8196;Nathan;Jack;29;1 66 01 82 673 326 39
8197;François;Wilson;48;1 65 06 56 134 732 72
8198;François;Macron;99;1 32 05 03 121 931 60
8199;Benoit;Lepetit;57;1 53 03 73 570 888 12
8200;Mathilde;Lepetit;46;1 14 01 84 896 534 86
8201;François;Lepetit;89;1 58 06 32 612 387 62
8202;Marc;Ben;100;1 56 01 86 462 624 34
8203;François;Valls;96;1 07 03 68 658 081 54
8204;Marc;Ruffin;53;1 38 06 85 402 365 04
8205;Benoit;Lepetit;88;1 28 04 40 198 950 07
8206;Roger;Ruffin;94;1 73 11 36 608 511 91
8207;Cyril;Jack;14;1 06 10 19 832 970 41
8208;François;Ruffin;74;1 54 05 78 887 981 06
8209;Mathilde;Leforgeron;22;1 45 01 63 614 373 35
8210;Marie;Dugommier;2;1 02 10 58 892 783 46
8211;Albert;Valls;5;1 44 06 90 672 132 47
8212;Cyril;Jack;58;1 57 03 50 838 753 53
8213;Nathan;Leforgeron;13;1 11 09 44 899 117 16
8214;Roger;Valls;17;1 24 03 49 385 346 35
8215;Cyril;Ben;99;1 83 03 07 815 900 93
8216;Jean;Macron;102;1 34 03 44 162 232 98
8217;Mathilde;Jack;4;1 55 08 61 604 790 91
8218;Mathilde;Dugommier;55;1 66 05 66 750 396 55
8219;Marc;Ben;42;1 47 09 29 270 227 45
8220;Cyril;Dugommier;60;1 34 11 72 283 822 57
8221;Jean;Hammon;11;1 08 05 77 380 738 89
8222;Marie;Ben;104;1 22 03 26 124 558 40
8223;Jean;Hammon;104;1 76 01 20 014 428 34
8224;Albert;Hammon;116;1 87 10 45 785 735 35
8225;Roger;Ben;119;1 71 11 74 808 598 63
8226;Jean;Macron;66;1 28 10 78 078 672 03
8227;Albert;Jack;81;1 17 08 83 426 051 58
8228;Marc;Hammon;99;1 78 11 57 533 283 01
8229;Marc;Ruffin;107;1 81 05 65 011 494 23
8230;Benoit;Dugommier;70;1 47 07 61 481 717 63
8231;Jean;Lepetit;103;1 88 05 32 383 177 02
8232;Cyril;Leforgeron;104;1 75 09 75 618 360 64
8233;Jean;Hammon;47;1 14 04 08 647 081 47
8234;Nathan;Ruffin;80;1 86 08 38 858 983 35
8235;Benoit;Leforgeron;75;1 77 08 31 994 204 98
8236;Benoit;Ruffin;69;1 55 04 33 865 168 19
8237;Marc;Dugommier;113;1 47 11 40 225 686 20
8238;Benoit;Dugommier;69;1 42 09 80 694 020 92
8239;Mathilde;Jack;19;1 02 03 64 840 612 54
8240;Marc;Macron;89;1 45 05 47 944 575 17
8241;Nathan;Wilson;116;1 87 03 49 281 614 97
8242;Marc;Ben;22;1 45 04 13 682 106 71
8243;Nathan;Ben;47;1 58 04 10 024 009 65
8244;Benoit;Valls;60;1 13 07 11 649 815 46
8245;Marie;Ben;6;1 46 06 49 792 504 88
8246;Mathilde;Valls;21;1 21 10 62 046 653 39
8247;Marc;Ruffin;117;1 67 07 49 782 731 29
8248;Cyril;Dugommier;26;1 12 03 85 023 305 22
8249;Margaux;Leforgeron;8;1 86 02 60 689 037 51
8250;Roger;Leforgeron;71;1 52 01 24 539 912 34
8251;Nathan;Dugommier;9;1 53 01 45 341 925 49
8252;François;Hammon;39;1 52 06 89 636 576 68
8253;Jean;Dugommier;101;1 88 09 18 775 436 90
8254;Mathilde;Valls;63;1 86 02 08 048 991 34
8255;Mathilde;Hammon;93;1 53 11 50 203 327 70
8256;Benoit;Valls;102;1 47 01 85 604 595 59
8257;François;Ruffin;97;1 21 09 65 575 169 65
8258;Mathilde;Jack;56;1 26 06 53 003 246 88
8259;Benoit;Hammon;93;1 13 10 76 465 325 74
8260;Marc;Lepetit;74;1 65 03 45 105 087 70
8261;Roger;Ben;99;1 05 01 80 153 534 15
8262;Nathan;Ben;20;1 36 11 92 382 700 16
8263;Cyril;Macron;104;1 14 04 47 715 570 16
8264;Nathan;Dugommier;39;1 07 03 68 298 001 68
8265;Nathan;Ben;112;1 75 11 28 417 149 11
8266;Nathan;Dugommier;90;1 38 07 03 393 402 20
8267;Margaux;Ben;94;1 58 10 06 027 646 65
8268;Margaux;Wilson;91;1 75 05 83 855 517 06
8269;Benoit;Lepetit;13;1 65 04 80 153 659 14
8270;Roger;Leforgeron;69;1 25 10 62 637 618 91
8271;Marie;Valls;93;1 85 07 31 775 878 73
8272;Jean;Ruffin;79;1 07 11 02 072 751 48
8273;Nathan;Wilson;78;1 06 03 53 691 593 78
8274;François;Leforgeron;23;1 25 07 94 224 881 49
8275;Cyril;Leforgeron;50;1 24 05 22 975 300 61
8276;Mathilde;Hammon;50;1 04 06 77 995 431 44
8277;Roger;Lepetit;10;1 16 05 66 810 590 26
8278;Nathan;Wilson;89;1 84 01 70 892 011 94
8279;Roger;Dugommier;67;1 45 04 03 624 608 72
8280;Roger;Leforgeron;20;1 81 10 65 597 411 32
8281;Marie;Macron;112;1 17 05 09 322 905 76
8282;Cyril;Macron;35;1 58 01 09 845 377 47
8283;Benoit;Hammon;15;1 57 02 30 583 918 02
8284;François;Lepetit;91;1 81 08 65 597 928 76
8285;Margaux;Macron;100;1 13 04 55 433 134 86
8286;Nathan;Jack;59;1 31 05 14 509 309 96
8287;Cyril;Lepetit;67;1 62 06 76 221 757 60
8288;Cyril;Hammon;72;1 28 03 43 556 633 64
8289;Marc;Macron;6;1 26 05 07 240 062 87
8290;Margaux;Ben;37;1 85 07 45 126 739 70
8291;Nathan;Hammon;32;1 87 07 84 953 573 69
8292;Marie;Lepetit;16;1 32 04 78 824 608 36
8293;Jean;Lepetit;8;1 31 02 55 558 700 48
8294;Roger;Ruffin;70;1 25 05 32 612 283 86
8295;Mathilde;Hammon;11;1 48 04 35 303 577 98
8296;Marie;Macron;114;1 07 06 08 753 831 03
8297;Margaux;Lepetit;53;1 06 01 52 151 552 67
8298;Albert;Lepetit;112;1 16 10 73 148 733 06
8299;Roger;Leforgeron;105;1 86 04 92 520 522 08
8300;Jean;Valls;101;1 36 04 49 781 207 82
8301;Marc;Wilson;59;1 48 03 43 414 075 61
8302;Cyril;Macron;79;1 31 07 21 438 565 05
8303;François;Hammon;32;1 24 03 78 923 727 64
8304;Marie;Jack;23;1 03 03 22 913 879 72
8305;Albert;Ben;67;1 07 02 07 408 845 77
8306;Mathilde;Ben;21;1 83 01 40 105 409 16
8307;Benoit;Wilson;73;1 41 11 17 529 560 22
8308;Mathilde;Ruffin;29;1 13 09 78 874 587 71
8309;Nathan;Lepetit;38;1 18 10 86 126 677 94
8310;Jean;Wilson;12;1 77 03 61 575 631 80
8311;Margaux;Dugommier;30;1 26 02 33 644 719 12
8312;Roger;Valls;21;1 26 01 43 464 186 83
8313;Jean;Valls;23;1 53 05 94 973 972 09
8314;Benoit;Dugommier;100;1 52 02 32 664 818 95
8315;Mathilde;Ben;113;1 86 01 01 344 844 95
8316;Mathilde;Jack;74;1 33 08 78 732 408 68
8317;Marc;Leforgeron;84;1 55 03 31 753 700 20
8318;Benoit;Lepetit;42;1 23 06 59 578 839 41
8319;Albert;Jack;88;1 04 09 47 975 388 03
8320;Marie;Ben;23;1 37 05 86 439 916 63
8321;Marc;Valls;11;1 68 03 60 489 219 41
8322;Cyril;Ben;10;1 21 06 49 915 515 35
8323;Cyril;Dugommier;76;1 35 05 51 141 983 14
8324;Mathilde;Valls;36;1 68 07 59 649 172 12
8325;Marc;Valls;119;1 08 11 67 156 209 46
8326;François;Ruffin;56;1 23 06 53 120 342 11
8327;Cyril;Leforgeron;32;1 18 09 54 139 283 63
8328;Roger;Ruffin;49;1 42 05 29 199 549 56
8329;Margaux;Macron;47;1 78 03 34 908 717 31
8330;Roger;Wilson;46;1 21 10 52 140 044 55
8331;Jean;Hammon;83;1 48 02 23 255 193 06
8332;Albert;Macron;42;1 32 11 83 996 366 51
8333;Marie;Valls;70;1 75 09 56 841 676 43
8334;Marie;Wilson;41;1 04 06 92 203 824 01
8335;Cyril;Valls;64;1 04 03 70 596 033 02
8336;Mathilde;Hammon;80;1 16 07 52 567 379 08
8337;François;Leforgeron;81;1 55 07 20 867 259 57
8338;Margaux;Wilson;105;1 22 06 30 828 144 88
8339;Jean;Leforgeron;83;1 21 06 90 758 306 77
8340;Mathilde;Ben;104;1 42 03 82 290 420 97
8341;Margaux;Valls;42;1 85 07 68 863 162 91
8342;Margaux;Wilson;24;1 12 01 31 027 316 04
8343;Margaux;Jack;115;1 63 06 06 227 985 62
8344;Margaux;Hammon;13;1 82 07 06 140 092 74
8345;Jean;Hammon;114;1 36 08 45 817 859 36
8346;Margaux;Lepetit;119;1 23 07 44 542 425 90
8347;Cyril;Jack;115;1 17 06 50 765 378 12
8348;Marie;Lepetit;7;1 41 02 10 968 151 69
8349;Roger;Wilson;7;1 65 09 11 243 060 43
8350;Marc;Ben;117;1 52 02 05 328 901 88
8351;Marie;Hammon;40;1 68 10 39 812 254 48
8352;Margaux;Ruffin;34;1 17 01 37 670 574 98
8353;Margaux;Ruffin;26;1 56 02 77 523 723 04
8354;Margaux;Dugommier;110;1 28 11 94 659 795 38
8355;Mathilde;Hammon;19;1 61 09 59 199 659 65
8356;Marie;Ben;87;1 67 11 72 860 113 41
8357;Margaux;Ben;54;1 84 04 04 542 051 72
8358;Margaux;Valls;70;1 54 10 67 921 699 34
8359;Nathan;Wilson;53;1 41 08 20 971 198 61
8360;Albert;Leforgeron;37;1 16 08 35 216 909 05
8361;Marc;Wilson;84;1 51 11 32 637 232 94
8362;Marc;Dugommier;50;1 17 07 75 857 970 37
8363;Roger;Hammon;53;1 05 11 29 972 245 81
8364;Benoit;Hammon;61;1 27 05 12 388 444 26
8365;Marc;Wilson;8;1 22 10 75 118 391 57
8366;Margaux;Leforgeron;1;1 57 03 68 958 711 22
8367;Cyril;Ben;24;1 77 04 45 561 827 43
8368;Roger;Jack;105;1 87 02 84 146 250 79
8369;Margaux;Ruffin;39;1 76 01 26 272 713 11
8370;Mathilde;Leforgeron;62;1 88 01 11 230 682 72
8371;Roger;Valls;77;1 78 11 91 609 714 77
8372;Nathan;Ben;50;1 48 01 06 358 981 82
8373;Jean;Dugommier;5;1 71 05 16 012 764 32
8374;Marc;Valls;67;1 32 06 62 965 993 88
8375;Mathilde;Macron;44;1 56 04 18 404 306 57
8376;Margaux;Valls;27;1 02 09 80 365 584 28
8377;Nathan;Ruffin;55;1 64 04 23 021 020 21
8378;Jean;Valls;48;1 42 09 60 889 864 78
8379;François;Hammon;115;1 64 02 50 445 967 67
8380;Margaux;Wilson;28;1 71 07 29 243 506 96
8381;Jean;Wilson;88;1 76 04 42 908 800 55
8382;Mathilde;Ben;22;1 08 08 74 137 309 98
8383;Nathan;Ruffin;95;1 17 02 31 686 178 05
8384;Jean;Dugommier;104;1 38 01 21 623 391 29
8385;Roger;Valls;21;1 26 11 26 821 808 94
8386;Marie;Valls;119;1 21 02 66 725 141 65
8387;Jean;Leforgeron;4;1 08 02 84 414 390 85
8388;Jean;Macron;25;1 14 06 73 742 817 76
8389;Roger;Dugommier;24;1 88 09 18 519 531 85
8390;Roger;Ruffin;35;1 18 08 54 342 789 24
8391;Jean;Jack;95;1 73 10 16 854 651 18
8392;Marie;Valls;72;1 41 04 92 004 849 70
8393;Marc;Hammon;33;1 44 04 44 137 662 16
8394;Mathilde;Leforgeron;76;1 74 11 40 332 866 44
8395;Cyril;Leforgeron;21;1 32 08 33 147 253 16
8396;Jean;Macron;110;1 67 05 53 311 332 80
8397;Marc;Dugommier;118;1 13 06 78 047 341 75
8398;Albert;Valls;82;1 72 02 84 919 335 29
8399;Nathan;Jack;29;1 07 02 63 796 536 30
8400;Marc;Dugommier;64;1 34 10 73 625 091 87
8401;Mathilde;Macron;90;1 81 07 15 957 629 65
8402;Mathilde;Ruffin;79;1 15 08 32 849 510 90
8403;Benoit;Lepetit;3;1 07 11 05 919 382 40
8404;Jean;Ben;102;1 72 11 41 176 480 84
8405;Margaux;Dugommier;100;1 41 01 13 082 433 81
8406;François;Leforgeron;103;1 46 10 63 489 660 31
8407;Cyril;Hammon;81;1 86 08 08 282 085 15
8408;Mathilde;Valls;49;1 17 02 88 275 024 43
8409;Margaux;Leforgeron;37;1 41 11 88 835 371 49
8410;Margaux;Hammon;83;1 65 01 02 525 872 36
8411;Jean;Valls;66;1 83 08 09 691 088 64
8412;Marie;Leforgeron;93;1 54 08 66 755 901 09
8413;Margaux;Valls;114;1 36 04 64 868 391 94
8414;Benoit;Jack;56;1 63 01 41 250 058 43
8415;Cyril;Hammon;100;1 52 11 47 637 171 74
8416;François;Hammon;5;1 83 04 74 688 837 88
8417;Nathan;Macron;41;1 31 11 01 689 954 73
8418;Marc;Jack;6;1 86 04 80 854 439 75
8419;Marie;Ruffin;7;1 84 08 87 668 580 23
8420;Margaux;Macron;60;1 05 01 05 708 590 42
8421;Roger;Lepetit;14;1 74 11 50 095 930 03
8422;Mathilde;Macron;16;1 65 10 94 066 475 47
8423;Nathan;Leforgeron;27;1 14 10 72 488 833 44
8424;Benoit;Wilson;94;1 21 08 44 519 283 09
8425;Albert;Wilson;61;1 31 08 52 774 164 68
8426;Marc;Ben;111;1 56 05 72 716 122 70
8427;Nathan;Jack;63;1 21 02 33 770 953 35
8428;Nathan;Lepetit;59;1 58 09 45 030 179 61
8429;Roger;Jack;52;1 56 04 37 561 536 54
8430;Marc;Macron;116;1 28 08 65 811 177 03
8431;Margaux;Valls;85;1 16 08 75 522 579 80
8432;Nathan;Lepetit;103;1 14 07 86 305 854 18
8433;Marc;Jack;27;1 66 11 82 314 357 93
8434;Benoit;Hammon;25;1 86 07 63 929 418 70
8435;Jean;Ruffin;97;1 38 02 61 424 550 02
8436;Marie;Leforgeron;93;1 02 11 57 495 671 73
8437;Cyril;Ben;114;1 47 10 64 731 732 31
8438;Albert;Valls;47;1 76 02 31 776 166 11
8439;Mathilde;Valls;9;1 86 04 33 604 950 38
8440;Roger;Ben;67;1 25 10 28 512 446 23
8441;Benoit;Dugommier;76;1 16 01 44 056 189 47
8442;Marie;Valls;26;1 72 09 76 528 992 15
8443;François;Jack;96;1 12 05 61 205 587 22
8444;Roger;Jack;75;1 56 02 87 801 399 80
8445;Cyril;Valls;55;1 75 07 63 580 889 43
8446;Albert;Macron;6;1 08 05 03 462 713 50
8447;Roger;Valls;28;1 05 03 43 740 569 72
8448;Mathilde;Valls;119;1 88 06 85 163 568 73
8449;Albert;Leforgeron;21;1 31 09 61 971 323 69
8450;François;Dugommier;89;1 37 09 07 108 135 06
8451;Benoit;Dugommier;4;1 57 02 80 174 764 89
8452;Albert;Lepetit;119;1 21 01 92 894 682 85
8453;Nathan;Ruffin;12;1 22 10 56 890 882 36
8454;Nathan;Wilson;110;1 13 02 51 556 375 43
8455;Margaux;Ben;79;1 13 08 75 842 286 33
8456;Marc;Macron;38;1 62 08 01 060 855 33
8457;Roger;Jack;88;1 72 07 62 068 496 88
8458;François;Macron;86;1 23 03 88 046 253 61
8459;Nathan;Lepetit;61;1 38 04 66 894 518 71
8460;Margaux;Lepetit;60;1 78 03 18 079 652 14
8461;Nathan;Leforgeron;53;1 55 08 56 787 456 18
8462;Marie;Macron;13;1 82 04 18 722 655 12
8463;François;Ruffin;22;1 85 10 15 210 697 85
8464;Roger;Leforgeron;37;1 77 01 55 061 934 02
8465;Marie;Ben;67;1 14 11 18 831 472 80
8466;Margaux;Valls;105;1 56 03 69 821 020 82
8467;Albert;Jack;63;1 54 02 67 493 424 27
8468;Benoit;Ruffin;50;1 34 10 34 777 288 68
8469;Margaux;Ben;110;1 81 05 41 278 814 70
8470;Margaux;Leforgeron;44;1 56 03 64 134 524 39
8471;Benoit;Macron;43;1 87 02 43 153 227 01
8472;Benoit;Lepetit;63;1 87 01 84 443 005 08
8473;Nathan;Macron;72;1 81 03 05 071 942 17
8474;Margaux;Leforgeron;35;1 33 04 19 306 822 04
8475;Jean;Hammon;85;1 65 05 59 591 180 89
8476;Mathilde;Leforgeron;60;1 78 05 37 075 113 60
8477;Benoit;Hammon;82;1 82 09 30 175 706 72
8478;Marie;Macron;92;1 64 05 01 492 756 71
8479;Jean;Lepetit;108;1 88 07 29 265 163 57
8480;Marie;Leforgeron;59;1 42 10 94 994 313 19
8481;Albert;Wilson;96;1 43 02 11 114 974 59
8482;Jean;Ben;106;1 06 04 71 050 391 13
8483;Margaux;Leforgeron;51;1 06 10 36 521 007 06
8484;Roger;Lepetit;63;1 21 09 07 089 010 83
8485;Nathan;Ben;21;1 63 11 06 441 617 10
8486;Marie;Lepetit;4;1 55 06 02 948 659 60
8487;Nathan;Ruffin;27;1 55 01 48 552 958 71
8488;Roger;Wilson;38;1 43 04 25 566 248 46
8489;Albert;Jack;13;1 75 07 85 032 173 91
8490;Marie;Leforgeron;99;1 71 02 84 887 128 76
8491;Mathilde;Ben;100;1 73 05 65 182 544 48
8492;Roger;Ruffin;88;1 31 06 90 212 066 29
8493;Marie;Ruffin;28;1 13 08 72 156 598 56
8494;François;Leforgeron;72;1 27 02 22 003 019 65
8495;Roger;Jack;69;1 03 10 37 470 629 48
8496;Marc;Jack;88;1 15 04 33 783 312 84
8497;Jean;Valls;59;1 31 02 50 495 826 64
8498;Nathan;Macron;7;1 13 05 59 688 533 96
8499;François;Dugommier;9;1 23 05 88 450 937 75
8500;Nathan;Macron;19;1 78 11 02 100 090 08
8501;Cyril;Ruffin;101;1 84 06 81 349 544 71
8502;Jean;Wilson;112;1 51 05 56 497 293 02
8503;Roger;Jack;61;1 67 09 22 852 926 83
8504;Benoit;Hammon;28;1 47 03 05 286 777 97
8505;François;Dugommier;26;1 88 02 88 906 030 90
8506;Mathilde;Macron;65;1 53 08 19 732 428 67
8507;Roger;Ben;61;1 86 10 27 845 021 87
8508;Nathan;Valls;49;1 25 04 69 830 841 95
8509;Margaux;Macron;10;1 55 06 05 590 993 89
8510;Margaux;Wilson;47;1 86 04 94 244 147 55
8511;Nathan;Dugommier;27;1 47 02 47 458 757 37
8512;Jean;Lepetit;7;1 66 10 82 518 058 66
8513;Marie;Macron;16;1 78 05 21 617 027 53
8514;Roger;Hammon;43;1 41 11 29 798 413 79
8515;Benoit;Ben;86;1 06 11 08 315 966 60
8516;Marie;Hammon;38;1 52 07 68 972 887 33
8517;Mathilde;Macron;23;1 85 07 59 194 885 88
8518;Cyril;Ben;14;1 35 02 48 054 070 96
8519;Jean;Wilson;89;1 56 11 10 114 482 16
8520;Cyril;Ben;99;1 44 10 49 424 650 47
8521;Nathan;Valls;19;1 03 04 26 094 015 40
8522;François;Valls;72;1 87 05 46 386 200 83
8523;Albert;Wilson;24;1 87 08 41 012 636 93
8524;Marc;Lepetit;116;1 43 02 68 736 730 71
8525;Nathan;Lepetit;77;1 86 10 01 256 044 15
8526;Marc;Valls;67;1 02 04 75 672 755 76
8527;Jean;Leforgeron;55;1 11 06 15 428 655 93
8528;Margaux;Wilson;63;1 24 02 12 370 002 64
8529;Roger;Wilson;65;1 55 10 10 756 091 60
8530;Jean;Hammon;102;1 31 06 14 717 822 24
8531;François;Ben;30;1 03 06 43 318 761 51
8532;Roger;Ben;4;1 53 09 54 604 161 58
8533;Roger;Leforgeron;67;1 88 09 43 330 812 02
8534;Roger;Hammon;8;1 77 09 52 976 972 71
8535;Cyril;Hammon;100;1 62 08 43 118 449 32
8536;Albert;Lepetit;74;1 33 09 79 749 552 48
8537;Benoit;Ruffin;84;1 61 11 39 512 386 81
8538;François;Ben;78;1 32 05 12 839 745 70
8539;Marc;Wilson;65;1 37 08 19 785 001 11
8540;Jean;Ben;58;1 17 05 05 894 153 78
8541;Albert;Dugommier;71;1 51 03 62 074 887 11
8542;Marie;Ruffin;119;1 51 04 87 053 758 45
8543;Albert;Jack;75;1 08 05 90 615 256 84
8544;Nathan;Jack;15;1 47 04 06 898 495 64
8545;François;Valls;43;1 15 06 69 830 346 49
8546;Albert;Wilson;54;1 74 01 48 546 248 15
8547;François;Hammon;110;1 62 01 62 530 857 35
8548;Roger;Leforgeron;28;1 01 11 42 929 570 51
8549;François;Macron;49;1 41 02 63 839 427 08
8550;Margaux;Lepetit;53;1 47 03 69 975 979 60
8551;Marie;Hammon;111;1 04 04 24 065 296 82
8552;Nathan;Macron;106;1 68 04 47 394 636 09
8553;Jean;Ben;77;1 32 09 13 777 211 83
8554;Benoit;Leforgeron;83;1 25 10 26 419 508 65
8555;Jean;Leforgeron;72;1 02 03 72 529 272 50
8556;François;Ben;103;1 06 06 94 167 844 26
8557;Marie;Valls;92;1 32 10 90 369 341 08
8558;Marc;Ben;11;1 75 11 15 762 844 29
8559;Albert;Ruffin;56;1 34 02 01 490 132 23
8560;Benoit;Dugommier;28;1 26 06 93 727 709 98
8561;Marie;Macron;77;1 62 08 47 850 086 90
8562;Marc;Valls;52;1 87 10 27 528 704 02
8563;Albert;Macron;53;1 54 06 69 836 031 16
8564;Albert;Dugommier;18;1 63 05 34 181 980 08
8565;Marc;Ruffin;89;1 22 09 04 698 232 82
8566;Jean;Lepetit;110;1 57 02 16 473 575 75
8567;Jean;Ruffin;43;1 25 08 54 259 039 67
8568;Margaux;Dugommier;9;1 78 07 67 368 562 61
8569;Benoit;Valls;16;1 82 01 66 731 238 52
8570;Mathilde;Hammon;70;1 83 03 47 282 255 79
8571;Albert;Leforgeron;82;1 28 07 86 204 707 69
8572;Jean;Leforgeron;23;1 73 08 03 024 011 89
8573;Margaux;Ben;7;1 05 01 18 965 404 34
8574;Margaux;Hammon;105;1 36 02 60 522 903 95
8575;Albert;Ruffin;43;1 22 02 26 375 897 87
8576;François;Lepetit;64;1 22 06 05 523 445 45
8577;Albert;Jack;64;1 14 01 78 423 579 32
8578;Nathan;Hammon;76;1 04 02 04 564 225 11
8579;Roger;Lepetit;55;1 77 07 86 516 625 90
8580;Nathan;Lepetit;78;1 17 08 72 521 816 07
8581;Cyril;Leforgeron;110;1 41 10 39 756 604 10
8582;Nathan;Dugommier;25;1 53 01 25 728 706 50
8583;Margaux;Macron;33;1 76 03 51 828 593 29
8584;François;Valls;89;1 06 01 83 108 383 33
8585;Roger;Hammon;54;1 65 10 92 550 994 18
8586;Mathilde;Valls;3;1 33 01 24 520 962 54
8587;François;Jack;42;1 63 05 55 913 648 39
8588;Benoit;Lepetit;1;1 17 10 09 292 459 28
8589;Benoit;Jack;68;1 32 09 76 785 449 42
8590;Albert;Macron;58;1 28 08 45 766 124 83
8591;Mathilde;Hammon;33;1 65 06 94 253 771 17
8592;Nathan;Ruffin;48;1 88 05 65 736 072 90
8593;Benoit;Wilson;19;1 42 03 29 268 219 75
8594;François;Jack;16;1 18 08 64 662 957 85
8595;François;Valls;91;1 82 10 71 258 912 15
8596;Jean;Dugommier;60;1 78 04 71 809 091 43
8597;Benoit;Wilson;85;1 48 04 32 398 211 47
8598;François;Jack;103;1 66 05 42 680 696 21
8599;François;Ben;40;1 71 02 40 480 623 53
8600;Roger;Hammon;57;1 65 09 38 592 345 03
8601;Marc;Lepetit;48;1 62 06 84 763 276 12
8602;Benoit;Lepetit;98;1 38 11 82 003 567 86
8603;Marc;Jack;25;1 04 01 19 233 063 13
8604;François;Valls;56;1 02 05 14 330 399 23
8605;Nathan;Lepetit;34;1 58 02 72 974 672 54
8606;Marie;Leforgeron;39;1 15 03 73 831 799 97
8607;Cyril;Wilson;56;1 47 03 64 168 189 30
8608;Marie;Ben;3;1 66 06 59 563 144 88
8609;Jean;Wilson;49;1 37 11 88 988 448 80
8610;Benoit;Dugommier;1;1 77 11 28 080 245 15
8611;Albert;Macron;70;1 04 10 63 721 286 33
8612;Marc;Macron;65;1 33 05 60 723 202 24
8613;Nathan;Wilson;115;1 78 04 55 699 408 93
8614;Roger;Macron;43;1 65 03 50 134 427 16
8615;François;Hammon;2;1 22 05 39 419 551 20
8616;Mathilde;Lepetit;62;1 41 09 32 115 248 66
8617;Jean;Lepetit;51;1 01 01 11 602 465 89
8618;Benoit;Ruffin;67;1 76 07 67 488 830 01
8619;Margaux;Macron;65;1 15 08 06 831 742 52
8620;Margaux;Leforgeron;102;1 06 03 63 751 568 06
8621;Roger;Leforgeron;37;1 67 09 93 828 651 58
8622;Roger;Macron;31;1 08 07 63 025 453 52
8623;Jean;Lepetit;52;1 01 10 93 055 343 82
8624;Marie;Wilson;17;1 16 09 36 591 332 43
8625;François;Hammon;75;1 73 10 28 130 125 73
8626;Margaux;Valls;35;1 05 05 19 525 145 25
8627;Margaux;Hammon;119;1 81 09 17 529 032 31
8628;Nathan;Macron;93;1 08 11 08 306 413 94
8629;Marie;Dugommier;62;1 54 03 75 110 463 44
8630;Roger;Jack;45;1 54 04 78 474 894 19
8631;Albert;Ruffin;25;1 48 07 73 160 949 62
8632;Mathilde;Ruffin;10;1 43 05 27 773 934 55
8633;Marc;Jack;12;1 88 02 26 749 956 80
8634;Roger;Hammon;13;1 08 09 02 674 450 32
8635;Nathan;Ben;70;1 17 10 93 665 238 42
8636;Marc;Jack;72;1 43 10 05 146 912 21
8637;Mathilde;Jack;103;1 55 06 16 401 569 93
8638;Roger;Jack;88;1 65 11 23 822 272 51
8639;Benoit;Ruffin;6;1 05 05 88 350 686 41
8640;Albert;Wilson;104;1 33 05 37 039 275 33
8641;Roger;Jack;47;1 24 01 48 877 321 88
8642;Nathan;Dugommier;80;1 61 10 91 920 162 56
8643;François;Ben;7;1 05 06 32 715 029 68
8644;Mathilde;Jack;113;1 24 04 57 003 890 02
8645;Margaux;Hammon;78;1 12 02 20 684 982 77
8646;Benoit;Valls;19;1 08 09 03 867 081 57
8647;Cyril;Ruffin;32;1 31 08 26 491 996 20
8648;Nathan;Leforgeron;44;1 54 07 62 077 156 82
8649;Albert;Lepetit;108;1 13 02 16 405 781 70
8650;François;Ruffin;68;1 36 01 61 048 459 45
8651;Margaux;Valls;64;1 41 05 63 978 956 01
8652;Albert;Lepetit;44;1 74 11 01 546 489 73
8653;Cyril;Ruffin;74;1 82 10 89 257 088 68
8654;Albert;Valls;78;1 02 07 46 940 802 56
8655;Cyril;Jack;12;1 21 03 01 114 219 54
8656;Marc;Ben;86;1 04 02 90 189 939 57
8657;François;Jack;8;1 31 08 46 024 762 20
8658;Nathan;Jack;3;1 48 06 91 888 143 83
8659;Benoit;Dugommier;2;1 77 09 14 052 887 92
8660;Marie;Wilson;18;1 55 05 16 534 429 04
8661;Nathan;Valls;81;1 62 04 63 482 118 84
8662;Marc;Macron;16;1 82 08 48 870 731 26
8663;Nathan;Macron;72;1 07 09 67 461 272 76
8664;François;Wilson;65;1 48 05 20 677 707 91
8665;Benoit;Hammon;19;1 61 03 17 066 798 10
8666;Mathilde;Ruffin;15;1 85 01 77 227 431 77
8667;Marie;Ruffin;72;1 54 06 07 062 266 19
8668;Albert;Hammon;33;1 77 10 04 415 717 32
8669;Marie;Leforgeron;17;1 34 07 50 669 758 92
8670;Margaux;Lepetit;82;1 02 10 56 978 356 84
8671;Marc;Dugommier;57;1 87 10 75 328 061 13
8672;Marc;Leforgeron;54;1 14 02 08 948 903 39
8673;Roger;Hammon;18;1 36 04 89 666 070 95
8674;Cyril;Wilson;40;1 23 09 32 789 691 53
8675;Albert;Hammon;84;1 04 01 65 347 730 57
8676;Marie;Hammon;74;1 67 04 21 507 238 95
8677;Cyril;Dugommier;44;1 31 06 60 143 260 88
